gene_id,acinar,alpha,beta,delta,ductal,endothelial,epsilon,gamma,unclear
gene_name-14322,0.0026928526,-0.2820035,-0.07158585,0.7110447,0.85804886,-0.98071176,1.6770782,0.1667936,1.2135571
gene_name-14327,-0.315725,0.0012839384,-0.23139416,0.02217331,-0.31572497,-0.31572506,-0.31572503,0.57453483,-0.31572503
gene_name-14329,-0.047140464,-0.047140427,-0.047140427,-0.04714045,-0.047140464,-0.047140453,-0.047140453,-0.047140446,4.97643
gene_name-14331,0.21111992,-0.13268428,-0.13268405,-0.1326841,0.4582618,6.4425817,-0.13268402,-0.1326841,-0.13268402
gene_name-14336,0.3993588,-0.03429832,-0.08067335,-0.0806734,-0.08067337,-0.08067339,-0.08067338,0.099338636,-0.08067338
gene_name-14337,0.3588468,-0.055530075,-0.123210825,0.19493052,-0.12321076,1.0612413,-0.123210765,-0.009928073,-0.123210765
gene_name-14341,0.15527496,0.21708512,-0.24386947,-0.4404952,-0.2047351,0.67525214,-0.54847485,-0.10962224,-0.54847485
gene_name-14348,-0.26285902,0.045117095,-0.217736,0.28957146,-0.111170344,-0.26285908,1.5225589,-0.038021844,-0.26285908
gene_name-14360,-0.79661876,-0.09225493,-0.44744816,0.9600919,-0.7952955,-0.86334187,1.6780972,0.7033864,-0.8633419
gene_name-14362,-0.10218646,-0.10218634,0.03619955,-0.10218651,0.9982521,-0.10218645,-0.10218646,-0.102186516,3.9211888
gene_name-14364,0.3322045,-0.08072892,-0.014722345,-0.16255578,1.2019744,-0.16255583,-0.16255584,-0.16255578,2.0153916
gene_name-14366,-0.13051717,-0.09639363,-0.13051708,-0.13051711,2.2056692,-0.13051714,-0.13051714,-0.13051711,-0.13051714
gene_name-14385,-0.12447492,-0.12447505,-0.03131099,-0.124474965,2.1124685,-0.12447492,-0.12447492,-0.124474965,-0.12447492
gene_name-14387,1.496167,-0.21427105,0.07114627,-0.3826226,1.3561082,0.52049655,-0.52258676,-0.079462714,1.1358795
gene_name-14391,1.2038145,-0.21844211,0.11706725,0.0063146804,0.17599015,1.8587404,-0.57176155,-0.083456196,1.7985829
gene_name-14401,-0.10789013,0.04055041,-0.20351452,0.14465195,-0.29077232,-0.29077223,-0.29077223,0.17932309,-0.29077223
gene_name-14422,-0.09850786,-0.035281643,0.04132233,-0.13647795,-0.26828864,-0.26828873,-0.26828873,0.40100482,-0.26828873
gene_name-14424,-0.123949505,-0.12394919,-0.032145146,0.014236039,-0.123949505,1.5633755,-0.12394947,0.42781433,-0.12394947
gene_name-14446,-0.14086846,-0.04576914,0.018199911,-0.14086854,1.2833353,-0.14086848,-0.14086848,-0.14086856,-0.14086848
gene_name-14448,-0.015776232,-0.5993332,1.1157981,0.8751731,0.32851437,-0.554936,-0.020500064,-0.016143262,-0.8012205
gene_name-14449,-1.5974047,0.08146373,0.62489325,-0.006820836,-1.2382675,-1.217161,-0.14735992,0.12303789,-0.63773614
gene_name-14453,-1.8157743,0.50048184,-0.24906945,-0.48213232,-2.07664,-2.821763,0.12784496,0.69756943,-1.2200807
gene_name-14454,-2.0286713,0.34437,0.09368621,-0.009250416,-2.1932738,-2.3571236,0.3404228,0.5114623,-2.3571236
gene_name-14455,-2.2199602,0.48538885,-0.17916642,0.12784803,-2.3835218,-2.429608,-0.21333902,0.3638439,-2.1848032
gene_name-14458,-0.46814093,0.12343186,-0.072137915,-0.47921377,-0.66849303,-0.6684928,-0.6684928,0.59867245,0.24329644
gene_name-14460,-1.9258485,0.27778682,0.40112707,0.18666513,-2.1444416,-2.2220438,-0.3817025,0.15393431,-2.901916
gene_name-14463,-0.52168477,0.01120205,-0.040665843,0.14676027,-0.072698385,-0.5216848,-0.5216848,0.18845508,-0.5216848
gene_name-14474,-0.26234022,-0.1621034,-0.06572527,0.02100188,-0.12283656,-0.26234028,-0.26234025,0.88164234,-0.26234025
gene_name-14477,-0.68952227,0.123862155,0.019014549,-0.12093033,-0.7097337,-0.7757597,0.062565684,0.26010546,-0.7757597
gene_name-14482,-0.49995744,0.058380194,0.153476,-0.022513436,-0.32531434,-0.49995747,-0.49995744,0.0016670993,-0.49995744
gene_name-14485,0.45629737,-0.15499336,0.13319722,-0.19167425,1.0307332,-0.19167425,-0.19167425,-0.04681763,2.8278162
gene_name-14509,-0.5716539,0.4273841,-0.18381014,-0.043287303,-0.45608816,-0.9946858,-0.30633333,-0.8655586,0.45776716
gene_name-14511,2.053321,-0.28197065,0.054296345,-0.02085587,1.2809681,-0.38571063,0.7031238,-0.34290364,3.2874827
gene_name-14531,-0.08128323,-0.08128339,-0.08128322,-0.081283264,0.83519673,-0.08128324,4.959358,-0.08128326,-0.08128324
gene_name-14536,-0.13768442,-0.09477645,-0.0048855846,-0.13768438,1.8186096,-0.13768442,-0.13768442,-0.13768438,-0.13768442
gene_name-14538,-0.63083047,-0.11260476,0.10614749,0.90047944,-1.2210468,-2.3021672,0.32730472,0.4729878,-2.2412987
gene_name-14541,-0.41769308,0.2830584,-0.4637494,-0.17932932,-0.27245662,1.4310621,0.0102210045,-0.19861467,-0.10909942
gene_name-14571,0.91098696,-0.14479378,-0.014167833,-0.17020354,1.261848,-0.17020349,-0.17020349,-0.07149525,-0.17020349
gene_name-14574,1.3327003,-0.30995005,0.049780115,0.081351064,1.624757,-0.2404998,0.35638827,-0.11594581,1.0928067
gene_name-14575,1.1875026,-0.19631378,0.42801008,0.006287759,-0.09729355,0.27636898,-1.0050818,-0.24268962,0.8874691
gene_name-14577,-0.08155242,-0.08155249,-0.081552476,-0.08155246,-0.081552416,4.9592237,-0.08155244,-0.08155246,-0.08155244
gene_name-14588,0.38860506,-0.091964565,-0.09196436,-0.0919644,1.0911508,-0.09196439,-0.09196439,-0.09196439,-0.09196439
gene_name-14589,-0.1551623,-0.15516245,-0.15516219,1.0566657,-0.15516232,-0.15516229,-0.15516229,-0.055231236,-0.15516229
gene_name-14592,-0.10392107,-0.035843287,-0.10392103,-0.10392107,-0.10392108,4.897705,-0.10392106,-0.10392106,-0.10392106
gene_name-14599,-0.50171244,0.25129607,0.12957625,-0.394811,-0.46926597,-0.5202672,-0.7817892,-0.2995387,-0.12176424
gene_name-14601,0.5518235,-0.26394898,0.36705595,0.11324498,1.1095874,-0.39780954,-0.39780954,-0.25095865,2.594513
gene_name-14605,-0.081740774,-0.08174067,-0.08174083,-0.08174081,1.2930417,-0.08174079,-0.08174079,-0.08174081,-0.08174079
gene_name-14631,-0.6032896,0.41683027,-0.34937283,-0.4340456,0.024715351,0.1819632,-0.68051976,-0.48846677,-0.68051976
gene_name-14636,-0.014488844,0.084146775,-0.5503279,-0.52284837,1.1246141,0.4673729,1.1984737,0.34171313,0.5095257
gene_name-14646,1.232572,-0.17432934,0.14283708,-0.23325165,1.0814539,-0.23325177,-0.23325175,-0.23325165,2.334081
gene_name-14653,-0.5860561,0.0720058,-0.5044224,0.27650958,0.07304855,-0.8091059,1.9297047,0.33305803,-0.13460612
gene_name-14654,2.4971087,-0.10694356,-0.19343895,-0.24071632,0.8705054,-0.22468878,0.01565227,-0.3398789,-0.6842298
gene_name-14655,2.065537,-0.09781396,-0.13142309,-0.13142312,0.13122551,-0.13142318,-0.13142318,-0.13142312,-0.13142318
gene_name-14656,0.6597554,-0.104560725,-0.15689877,-0.25904465,2.1402686,-0.25904465,-0.25904465,-0.19083558,-0.25904465
gene_name-14659,1.1264731,-0.08523419,-0.10358679,-0.23635492,0.34330785,-0.7032091,-0.10203543,0.1819903,0.71857697
gene_name-14662,-0.07522357,-0.04027665,0.06279317,0.080543034,-0.07522357,-0.07522357,-0.07522358,-0.07522362,-0.07522358
gene_name-14669,-0.102572076,0.094771355,-0.102571994,-0.10257201,-0.102572076,-0.10257208,-0.10257208,-0.10257201,-0.10257208
gene_name-14670,-0.28202197,-0.02785492,-0.1598221,0.0880328,-0.13519937,4.816027,-0.28202194,-0.10502011,-0.28202194
gene_name-14671,-0.60119444,0.53538203,-0.6849259,-0.7438979,-1.160686,-0.7550854,1.2509373,0.30262583,-1.2196151
gene_name-14672,1.3290527,-0.095203064,-0.09998755,-0.056720845,0.43039286,0.5749302,-0.16757305,-0.167573,-0.16757305
gene_name-14673,-0.114431396,0.040101368,-0.114431396,-0.11443139,0.34302798,-0.11443139,-0.11443139,0.019988699,-0.11443139
gene_name-14674,0.80902046,-0.22073612,-0.06252238,-0.09986879,2.225933,0.12978494,-0.29612294,-0.14712133,-0.29612294
gene_name-14675,0.75652474,-0.20781441,-0.09054457,-0.110863484,0.9967995,3.8281672,-0.33501413,-0.091703884,1.0927001
gene_name-14676,-0.31265035,0.40000707,-0.4612365,-0.2817629,-0.49673387,-0.5946128,0.34418967,-0.30929708,0.1479837
gene_name-14677,3.1984959,-0.13219386,-0.2102471,-0.15429324,-0.06112704,-0.21024723,-0.21024723,-0.21024713,-0.21024723
gene_name-14679,0.13168333,-0.14314626,-0.1618623,-0.036612604,0.95475507,-0.3939143,2.670412,0.25384083,1.7851843
gene_name-14683,-0.4297852,-0.15038575,-0.33049625,-0.39540425,-0.42978516,-0.42978516,-0.42978516,1.7891825,-0.42978516
gene_name-14686,-0.7476606,0.23743512,-0.2896116,0.08520425,-0.49107206,-0.4803065,-0.8828086,-0.066241734,0.21935734
gene_name-14697,0.77638996,-0.25632548,0.39649364,-0.034134578,0.77397937,0.81512874,-0.71251917,-0.13209726,-0.71251917
gene_name-14706,-0.76873505,0.48374572,-0.13791326,-0.49288183,-0.7687351,-0.7687352,1.6194935,-0.5687214,-0.7687352
gene_name-14720,-0.28083056,0.07313153,-0.1899764,0.10563394,0.5775278,-0.28083062,-0.28083062,-0.20452508,-0.28083062
gene_name-14721,1.2558149,-0.085821465,-0.023521414,-0.113807194,-0.113807194,-0.11380718,-0.11380718,-0.113807194,4.53056
gene_name-14724,-0.1561641,-0.12917231,-0.15616414,0.5303219,-0.15616411,2.400184,-0.15616405,0.07149177,-0.15616405
gene_name-14727,0.40652606,-0.14014094,0.061356876,-0.14014111,1.2868295,-0.14014117,-0.14014117,-0.042269677,-0.14014117
gene_name-14735,1.3478571,-0.08022189,-0.0802218,-0.08022186,-0.08022186,-0.080221854,-0.080221854,-0.08022185,-0.080221854
gene_name-14749,-0.15518077,0.16961685,-0.15518087,-0.15518084,-0.15518075,-0.1551808,-0.1551808,-0.15518084,-0.1551808
gene_name-14753,2.0419571,-0.25676292,-0.03926849,-0.30021405,0.9842501,4.182339,-0.30021426,-0.25795853,-0.30021426
gene_name-14766,-0.6539005,0.22279163,-0.26905957,0.0028281454,-0.79344153,-1.306673,0.89831924,0.20420794,-1.306673
gene_name-14778,1.8654695,-0.17096598,-0.095151044,-0.21201959,0.36977854,-0.21201955,-0.21201955,0.096800685,1.9530437
gene_name-14782,0.39283025,-0.06641833,-0.17326696,-0.086660184,0.82293224,1.317756,0.18008044,-0.08734864,0.8961588
gene_name-14787,1.7293763,-0.18994412,-0.31741115,-0.1263509,0.75021344,1.7019995,2.4673593,-0.0053762197,1.5191954
gene_name-14796,-1.0266432,0.23176208,0.24786225,-0.12907954,-0.83399624,-1.0266429,-0.0020552278,-0.26113674,-0.19325101
gene_name-14802,0.24798875,0.024841959,-0.1552544,-0.24940374,1.425234,-0.3077965,-0.3077965,-0.2548927,-0.3077965
gene_name-14812,0.24122304,-0.055869747,-0.10285988,0.08656698,0.61322737,-0.1028598,-0.1028598,-0.10285985,-0.1028598
gene_name-14821,0.38531998,-0.08029469,-0.08029465,-0.08029466,0.83609545,-0.08029472,-0.08029471,-0.08029466,-0.08029471
gene_name-14823,-0.16852123,-0.12077626,-0.16852118,-0.16852127,0.11273176,5.666441,-0.16852127,0.26669297,-0.16852127
gene_name-14827,-0.10366689,-0.019621246,-0.10366681,0.06541825,0.35559064,-0.10366688,-0.10366687,-0.10366683,3.2403953
gene_name-14858,-0.066705905,-0.06670576,-0.06670589,-0.06670593,0.84844935,-0.06670589,-0.0667059,-0.06670593,-0.0667059
gene_name-14863,-0.0793053,-0.041320965,-0.0793053,-0.07930534,0.8369949,-0.0793053,-0.0793053,-0.079305336,-0.0793053
gene_name-14864,-0.06530274,-0.065302834,-0.0653028,-0.06530278,0.392211,1.6122476,-0.06530274,-0.06530278,-0.06530274
gene_name-14877,-0.51479125,-0.23631339,0.82935816,0.26124915,0.16183949,0.6962568,-0.5976504,-0.35010812,0.1460281
gene_name-14880,-0.24732164,-0.05937964,-0.043585464,0.05673263,1.4120055,0.3184004,-0.24732162,-0.24732181,-0.24732162
gene_name-14893,0.20999376,-0.25721624,0.86418676,0.16352461,-0.120396204,-0.27594283,-0.27594283,-0.27594283,-0.27594283
gene_name-14894,-0.17365004,-0.1323185,0.77506495,-0.17365012,-0.17365004,-0.17365004,-0.17365006,-0.1736501,-0.17365006
gene_name-14895,0.09424452,-0.121718705,0.217769,-0.09662819,-0.18849522,-0.18849528,-0.18849528,0.21983245,3.3793602
gene_name-14902,-0.12654527,-0.083942965,-0.06994418,-0.23008192,0.66707075,1.2156445,0.5921655,0.25656357,0.24204844
gene_name-14915,-0.19287941,-0.071791016,-0.024424648,-0.1928794,1.3371937,-0.19287938,-0.19287938,0.07145851,-0.19287938
gene_name-14916,-0.09313964,-0.09313964,0.045122538,-0.09313964,1.1827089,-0.09313964,-0.09313964,-0.09313964,-0.09313964
gene_name-14918,-0.11372948,-0.11372948,0.016787698,-0.11372948,1.6928729,-0.11372948,-0.11372948,-0.11372948,-0.11372948
gene_name-14927,-0.1028315,-0.071465634,0.024363033,-0.1028315,1.1368022,-0.102831505,-0.10283151,-0.10283149,-0.10283151
gene_name-14935,0.4999088,0.09793627,-0.47960123,-0.13670138,0.5120563,2.1608782,1.7080917,-0.35978118,1.6014043
gene_name-14943,-0.13274822,0.071030915,-0.13274823,-0.13274816,0.2958464,-0.13274825,-0.13274825,-0.016763898,-0.13274825
gene_name-14947,-0.11489867,-0.114898674,0.018086381,-0.114898674,1.3515105,1.5076824,-0.11489867,-0.114898674,-0.11489867
gene_name-14954,-0.094078444,-0.04712924,-0.09407851,-0.094078496,0.33559442,-0.09407846,-0.09407846,0.07625402,4.952961
gene_name-14956,-0.124825805,-0.092338644,-0.009207784,0.019877821,1.056011,-0.12482581,-0.124825805,-0.12482585,3.424699
gene_name-14960,1.5128759,-0.08468814,-0.20345047,-0.33079618,1.0611385,-0.46587494,-0.46587497,-0.027683731,0.37692735
gene_name-14962,-0.6564904,0.108196445,0.042421144,-0.06943993,-0.6564904,-0.6564904,-0.65649045,0.21634565,-0.65649045
gene_name-14966,-0.10227655,-0.062324166,0.036110852,-0.1022765,0.9735704,-0.102276556,-0.102276556,-0.10227649,-0.102276556
gene_name-14968,-0.2928104,-0.2805605,0.17872477,1.4441689,-0.2928104,-0.2928104,-0.29281038,-0.24550357,-0.29281038
gene_name-14972,-0.1713345,-0.053594634,0.13832495,-0.2694231,0.15308566,-0.3209817,-0.32098168,0.34186485,-0.32098168
gene_name-14979,1.7243055,-0.07096945,-0.13131839,-0.13131844,-0.13131835,-0.13131835,-0.13131836,-0.013779415,-0.13131836
gene_name-14982,1.3529245,-0.19731122,-0.10629024,-0.17871387,0.46935827,2.9260767,-0.2457533,-0.05001502,3.3257074
gene_name-14983,0.09442891,-0.11496908,0.23860286,0.017410018,0.5999518,0.35017523,-0.4382844,-0.23093724,1.4518741
gene_name-14990,-1.6542155,0.60925263,-0.45727357,-0.1174296,-1.6305611,-0.9977341,0.7253983,-0.25420862,-1.0011728
gene_name-14995,1.7709628,-0.07894192,-0.13899948,-0.08760438,0.36366355,-0.28467956,-0.28467956,-0.28467947,2.3956058
gene_name-14998,-0.0658841,-0.065883905,-0.065884106,-0.065884106,0.3916562,-0.06588409,4.967058,-0.065884106,-0.06588409
gene_name-15040,1.9231371,-0.1635879,0.03431746,-0.20520586,0.27976802,1.6509577,-0.3935884,-0.20232259,-0.3935884
gene_name-15056,-0.8042318,0.32713842,-0.19519085,0.08591195,-0.53842545,-0.80423206,0.03559059,-0.45611167,-0.80423206
gene_name-15079,0.1351827,-0.11604109,0.16348706,-0.04000163,1.003248,-0.14812039,-0.14812037,-0.14812039,-0.14812037
gene_name-15083,-1.1012671,0.40712094,-0.09176834,-0.12331946,-1.1103754,-1.1708293,1.0315464,-0.34710035,-1.1708293
gene_name-15088,-0.59234464,-0.27496856,0.5661043,0.36284164,-0.38669917,-0.22500765,0.3597471,0.3692092,-0.26825577
gene_name-15091,0.122275785,-0.17034657,0.7223188,-0.17034627,0.07266569,-0.17034632,-0.17034632,-0.17034627,-0.17034632
gene_name-15096,-0.19491298,0.15086105,-0.16499387,-0.09335332,-0.37171748,1.0390972,-0.54176766,-0.1292738,-0.54176766
gene_name-15098,-0.081060395,-0.03417175,-0.0810604,-0.0810604,0.3771696,1.5991163,-0.08106038,-0.0810604,-0.08106038
gene_name-15107,-1.5644215,0.47124422,0.025291447,-0.024035137,-1.9128776,-1.9003345,-2.1150591,-0.15118237,-1.4277098
gene_name-15143,0.06773647,-0.05309693,-0.118958175,-0.08433135,1.2045318,-0.18074751,-0.18074751,-0.09583582,1.7299589
gene_name-15148,-0.23316222,-0.08211076,-0.007952705,-0.08866421,1.5784856,0.4478781,-0.2331622,-0.15448764,-0.2331622
gene_name-15153,1.4102799,-0.34608924,-0.19355264,1.1834911,0.76882035,-0.38782963,-0.38782963,-0.30068043,-0.38782963
gene_name-15154,0.8206775,-0.26604685,0.06854881,0.11780434,0.7368861,2.1840627,0.006639838,-0.07982527,1.9295638
gene_name-15156,-0.978976,0.68068814,-0.6854887,-0.31242856,-0.978976,-0.9789762,0.92102605,-0.5654067,-0.9789762
gene_name-15166,0.7809043,-0.059608523,0.46555746,-0.49669424,-0.03828357,0.0309455,1.0525489,-0.26945475,1.198428
gene_name-15175,0.08510391,-0.11696791,-0.041157525,-0.1606108,2.0671887,-0.16061081,-0.16061081,-0.16061081,-0.16061081
gene_name-15176,0.14722207,0.11505695,0.15316021,-0.007942071,0.26640975,0.6839066,-1.0348537,-0.858014,0.7826885
gene_name-15177,0.29475665,-0.040810954,-0.41017082,-0.22534233,0.2528269,-0.41444194,1.0830452,0.67920816,0.5963944
gene_name-15182,-0.2559013,-0.16414124,-0.008333183,0.13255012,-0.17164682,-0.41598925,-0.41598925,0.7532795,-0.41598925
gene_name-15183,-0.036595274,-0.032929022,-0.16398849,-0.1668906,1.6570499,1.0419129,-0.23403214,-0.23403196,-0.23403214
gene_name-15185,0.82695735,-0.23349065,-0.04052157,-0.25130442,1.2536436,2.8261025,-0.36240253,0.05870417,1.0060561
gene_name-15187,0.5131876,-0.08295892,-0.40946448,0.117860235,0.41214564,-0.71243864,0.17746633,0.40337148,1.4836302
gene_name-15204,0.43537962,-0.35059467,-0.14615092,0.46292058,1.3866882,-0.090228714,-0.43437472,0.37397835,1.1646727
gene_name-15210,-0.06592318,-0.065923005,-0.0659232,-0.0659232,-0.065923184,3.2893846,-0.06592318,-0.0659232,-0.06592318
gene_name-15228,-0.32918417,-0.30934623,0.7297813,0.2212678,-0.41704628,-0.52317077,0.58523095,0.36805487,-0.52317077
gene_name-15231,0.09672499,-0.1144454,-0.13372073,0.046714433,1.3264885,-0.20032704,-0.20032704,0.047872286,-0.20032704
gene_name-15233,-0.42373842,-0.04706551,-0.37916508,-0.10985597,-0.19431457,-0.5702582,-0.92363435,1.1125392,-0.11970994
gene_name-15234,-0.21134771,-0.14839262,0.7855686,-0.09073202,-0.089438915,1.2424103,-0.36136273,-0.36136264,-0.36136273
gene_name-15239,1.3321489,-0.18076569,-0.012479957,0.05972334,-0.21974932,1.8111649,-0.47572973,0.020758692,1.1958389
gene_name-15240,-0.6664998,0.35468,-0.3616253,-0.6937387,-0.8279776,-0.88969964,0.4617611,0.452082,-0.88969964
gene_name-15242,-0.38849655,0.6325028,-0.24364166,-0.55155337,-2.0900288,-2.243275,-0.8949647,-0.28682703,-1.7594647
gene_name-15246,-0.18083706,-0.1546085,0.2210043,0.4614542,-0.11875858,0.17413203,1.7022033,-0.08512342,-0.31078905
gene_name-15249,-0.12329689,-0.12329677,-0.014637021,-0.12329684,1.9938678,-0.12329688,-0.12329689,-0.12329684,-0.12329689
gene_name-15250,-1.2462723,0.42453855,-0.2233956,0.032318074,-0.81241226,-1.3133982,-1.3133981,-0.39629152,0.03177055
gene_name-15251,-0.08154073,0.012240967,-0.08154072,-0.08154076,0.37671098,-0.08154074,-0.08154074,-0.081540756,-0.08154074
gene_name-15275,0.2743567,-0.09062585,-0.112014756,-0.16334118,0.102498345,6.350449,-0.16334121,-0.1633412,-0.16334121
gene_name-15276,-0.11469992,-0.11470017,0.016962903,-0.11469988,1.7904285,-0.11469992,-0.11469992,-0.11469988,-0.11469992
gene_name-15279,-0.11489138,-0.11489118,-0.11489142,0.7336742,-0.11489138,-0.1148914,-0.114891395,0.0041756337,-0.114891395
gene_name-15282,0.220616,-0.13234708,-0.023121906,-0.13234697,1.5119431,1.2003319,-0.1323469,-0.13234697,-0.1323469
gene_name-15286,1.6489573,-0.11725871,-0.090007,-0.22659016,0.75700337,1.0349768,-0.28931025,-0.22400798,-0.28931025
gene_name-15290,-0.06388666,-0.06388665,0.07397482,-0.06388665,0.39245507,-0.063886665,-0.063886665,-0.06388665,-0.063886665
gene_name-15294,1.1312563,-0.10397719,0.034433477,-0.10397716,0.25411937,-0.10397711,-0.103977114,-0.10397716,-0.103977114
gene_name-15296,-0.31395516,-0.31395447,-0.1995388,0.017473262,-0.3139552,-0.31395507,1.1044514,1.6954173,-0.31395507
gene_name-15302,0.8722801,-0.07333237,0.06851728,-0.1408048,0.10468716,-0.14080487,-0.14080487,-0.1408048,3.308922
gene_name-15314,1.4718482,-0.22025962,-0.1944015,-0.06656184,1.4250054,1.6441919,2.6624079,-0.20974393,-0.31421593
gene_name-15318,0.03640206,-0.158146,-0.0474003,-0.15814626,0.7315132,6.4124093,-0.15814623,-0.15814625,-0.15814623
gene_name-15319,-0.01751947,-0.2960744,0.36696804,0.035960205,0.30890507,2.009691,0.7075337,0.2307953,1.0679018
gene_name-15320,-0.41957563,-0.20848872,0.99761176,-0.41957542,-0.41957566,0.6562476,0.8020429,0.13529249,-0.41957557
gene_name-15324,-1.3392395,0.5116238,-0.4104664,-0.05107697,-1.398243,-1.1992309,0.22096892,-0.17502987,-0.9437466
gene_name-15341,-0.550969,0.150368,-0.2220362,-0.31980774,0.09882603,-0.2398191,-0.80326664,0.20889547,0.7864048
gene_name-15343,-0.07979872,0.02412412,-0.23582989,0.40781894,0.10388641,0.2596391,0.28468618,-0.19701754,-0.6447229
gene_name-15370,0.41170067,-0.12571001,-0.053630214,-0.14695346,1.2073743,1.0422354,-0.1469534,-0.03825692,-0.1469534
gene_name-15381,-0.5848782,0.43998536,-0.71548593,-0.2000904,-0.7298161,-0.805017,1.2842265,0.008009902,-0.805017
gene_name-15404,-0.16049384,-0.12284821,-0.16049384,-0.16049384,0.7363487,6.6833186,-0.16049382,-0.16049384,1.5070091
gene_name-15405,0.49795228,-0.057404704,-0.09164094,-0.06358286,0.46297914,1.9252228,-0.16320395,-0.16320409,-0.16320395
gene_name-15445,-0.04345197,-0.12047124,0.2728626,-0.20628941,0.70715374,-0.13376713,0.38434112,0.0032280597,1.0619575
gene_name-15446,-0.38264433,0.08540115,-0.1089832,0.08449324,-0.01606263,-0.47713122,-0.47713122,-0.06265411,0.41550285
gene_name-15448,0.34384584,-0.02138965,0.079914264,-0.10260175,0.7467731,0.44178236,-0.6488452,-0.40840155,1.0353103
gene_name-15518,-0.11545012,0.09305553,-0.11545001,0.01896225,-0.11545012,-0.11545011,-0.11545011,-0.11545004,-0.11545011
gene_name-15570,0.10749322,-0.048208926,0.08967244,-0.15281159,0.07749579,2.2652833,0.28035972,-0.08798469,-0.6348401
gene_name-15572,0.33405498,0.06262974,0.043056965,-0.15401068,-0.22719163,0.5280907,-0.22719166,-0.22719169,-0.22719166
gene_name-15612,-0.28966668,0.16400646,-0.24363479,-0.15711595,0.07251542,-0.28966668,-0.2896667,-0.07661887,0.9733819
gene_name-15615,1.0612108,-0.18527694,-0.1617856,-0.26515523,0.6375845,3.2285764,-0.39681423,0.13759933,1.5512576
gene_name-15621,1.842198,-0.23770428,-0.08777168,-0.08689743,1.0394896,0.009403557,0.14066622,-0.020395484,0.684386
gene_name-15622,-0.14871126,-0.08497364,0.22929944,-0.14871123,1.0159087,-0.14871128,-0.14871128,-0.14871123,-0.14871128
gene_name-15630,0.7804751,-0.1513874,-0.00030681206,-0.13939396,0.1276663,-0.4114746,1.3601918,0.36495942,0.035347402
gene_name-15635,-0.9585574,-0.5117343,0.87792945,0.95322615,-0.62696403,-0.8773578,-0.36613923,0.67068166,-1.1129429
gene_name-15643,-0.07191417,-0.08122057,0.33338928,-0.025341908,0.039921697,-0.5503766,0.46660343,-0.07992547,0.9724438
gene_name-15646,-0.09336542,-0.093365334,-0.09336533,0.62549907,-0.09336542,-0.09336542,-0.09336542,-0.09336537,-0.09336542
gene_name-15652,-0.11115835,-0.087779224,-0.111158356,-0.11115836,-0.11115835,7.1792607,-0.111158326,-0.11115836,-0.111158326
gene_name-15656,1.3778712,-0.41268107,0.11507583,-0.2834553,1.1367491,2.283589,1.4162519,0.41617608,0.7827243
gene_name-15661,1.9493845,-0.28023738,-0.19439611,0.27618957,1.0498315,-0.319621,3.352203,-0.22925267,1.9109766
gene_name-15680,-0.13180406,-0.13180393,0.43571717,-0.13180402,-0.13180406,-0.1318041,-0.13180408,0.1830214,-0.13180408
gene_name-15684,-0.11219861,-0.08035996,-0.0102547845,-0.11219867,-0.11219861,5.384421,-0.11219865,-0.11219869,-0.11219865
gene_name-15685,0.043564837,-0.0066003255,-0.21666917,-0.22621834,0.27012023,4.159655,-0.49396083,-0.03946673,0.30405992
gene_name-15688,0.70819986,-0.15845533,0.16607507,0.41313687,-0.023393393,-0.57267994,-0.5726799,-0.20138495,0.7748005
gene_name-15710,-0.62023896,0.29058683,-0.4976434,-0.45593733,-0.45423955,-0.62023884,-0.62023884,0.48637626,-0.62023884
gene_name-15737,-0.1632661,0.1546859,-0.16326615,-0.06684945,-0.16326612,-0.16326606,-0.16326606,-0.16326615,-0.16326606
gene_name-15747,2.4145637,-0.06091944,-0.17422609,-0.5015091,0.34009144,-0.12056345,2.2297919,-0.23663701,1.8618989
gene_name-15749,-0.08168005,0.058994543,-0.08167998,-0.08168004,-0.08168005,-0.08168005,-0.08168005,-0.08168002,-0.08168005
gene_name-15755,0.005713505,0.496854,-0.55240685,-0.46090853,-0.56151056,-4.643561,0.4801513,-0.027387321,-0.70085204
gene_name-15762,-0.2828341,-0.22421375,-0.025060846,-0.023474513,-0.11499706,-0.28283417,-0.28283417,1.1174535,-0.28283417
gene_name-15763,-0.15473658,-0.10476832,0.069176406,-0.022230776,0.27671817,2.3163683,-0.1547366,0.04528437,-0.1547366
gene_name-15764,-0.5230933,0.48504877,-0.52309376,-0.52309364,-0.5230933,-0.5230933,-0.5230933,-0.19021131,-0.5230933
gene_name-15765,-0.10512376,-0.105123565,0.26488554,0.06052901,-0.10512376,-0.10512376,-0.10512376,0.07532496,-0.10512376
gene_name-15766,-0.2391314,-0.15299925,-0.038362022,0.21676092,-0.08520272,1.1602103,2.6524882,0.3449134,-0.23913136
gene_name-15769,0.07806717,-0.11975132,-0.021716971,0.07295066,1.3798566,0.02109766,-0.33553344,-0.18705395,1.2443929
gene_name-15773,-0.34597299,-0.09079765,0.030096198,-0.016984908,1.0651127,3.3648708,-0.34597299,-0.2990643,-0.34597299
gene_name-15779,-0.06622199,-0.06622213,0.07167128,-0.06622197,0.3913334,-0.066222005,-0.066222005,-0.06622197,-0.066222005
gene_name-15785,0.00040755386,-0.012595132,-0.029123059,-0.06605165,-0.11022694,2.586905,0.8744996,-0.15026112,0.9476411
