index,B-cell,CD14+ Monocyte,CD4 T-cell,CD8 T-cell,Dendritic cell,FCGR3A+ Monocyte,Megakaryocyte,NK cell
SNX20,0.1290886,-0.00963008,-0.09196913,-0.02404923,0.23474059,-0.13576563,0.18443951,-0.0072167832
AKTIP,0.20789143,-0.20410432,0.10366605,0.053554885,-0.13710153,-0.11951096,-0.1758253,-0.111828595
BBS2,0.111272156,-0.07992734,-0.056773767,0.09643934,0.0031954888,0.051211365,-0.12377423,-0.04731528
CPNE2,-0.038011372,-0.051784474,0.025100227,0.2478863,-0.08606533,-0.04850869,-0.1491211,-0.11611884
ARL2BP,0.12183768,-0.14928587,-0.012219349,0.03179635,-0.10647723,0.24658237,-0.028557464,0.003724178
CIAPIN1,0.00079078256,-0.021678697,0.0025467714,0.037121676,-0.0687267,0.25671163,0.27318642,-0.12657297
GPR56,-0.15828821,-0.17708477,-0.16751012,0.35065046,-0.120150745,1.4995906,-0.09040944,-0.17775635
KIFC3,-0.05944813,-0.03928882,-0.044366535,0.0850842,-0.059447907,0.00587318,-0.059447996,-0.059448097
C16orf80,0.1469962,-0.11858546,0.0062112836,0.04051796,-0.14839198,-0.059013724,0.06890249,0.012347566
GOT2,0.0438194,0.017758446,-0.014196656,0.010662654,-0.1507424,-0.1118271,0.26444405,0.01448047
FAM96B,0.0007546963,0.036088914,-0.08932954,-0.020368617,0.11488279,0.26529634,0.43901712,-0.050394543
CES4A,0.04857065,0.0035794696,-0.042112786,-0.0070067323,-0.027951257,-0.085154764,0.58676493,-0.055795714
TMEM208,-0.07419054,0.24353369,-0.11233078,-0.059465796,0.110133626,0.15078434,0.4110803,-0.12432437
ACD,0.066638336,-0.12205287,-0.029281098,0.10994987,-0.07010515,0.023203176,0.1354129,0.04785986
TANGO6,-0.0059804795,-0.029201362,-0.027029976,0.0020398572,0.056755986,0.11003395,-0.119447716,0.021901324
CYB5B,0.14779557,-0.23571146,-0.08724738,0.07256063,-0.007408041,0.58841366,0.33434933,-0.031016644
NFAT5,0.010022356,-0.06328766,-0.04688656,0.060440887,0.11442226,0.02500765,0.12819314,0.024784919
ST3GAL2,0.01768424,0.022271767,0.051555343,-0.10360756,-0.06874693,-0.13910839,0.25842902,0.011655308
RP11-432I5.1,0.02066249,-0.04816054,-0.033095837,-0.019286511,-0.04816052,-0.048160523,-0.048160437,0.010429304
ATXN1L,-0.07337338,0.00074738957,-0.058522157,0.056405697,-0.039362382,0.15693577,-0.013638409,0.07456649
HP,-0.051055737,0.069798686,-0.051055793,-0.051055696,-0.051055443,-0.05105544,-0.051055465,-0.021752262
PSMD7,0.03972257,0.034798466,-0.0749667,0.031207073,0.17486277,0.110903874,0.25784856,-0.118174285
RP11-252A24.3,-0.042711217,-0.022585541,-0.04271123,0.015005566,-0.042711142,0.02250128,-0.042711135,-0.013432069
GABARAPL2,0.09513884,0.018592307,-0.114532895,0.052042603,0.13420638,-0.08805922,0.29297888,-0.051297743
KARS,0.21777533,-0.060244393,-0.10663423,0.027295759,0.14229906,-0.09111238,0.18075675,-0.0297557
TERF2IP,0.14211455,-0.2243591,-0.0029002472,0.1962998,-0.1109365,0.31097463,-0.05860039,-0.15202232
COTL1,-0.12930927,1.0784502,-0.46658427,-0.40509403,1.5318397,-0.8134268,0.7676125,-0.45468682
C16orf74,-0.048360236,-0.007984529,-0.09157492,-0.17041673,-0.16735211,-0.21726945,-0.06732601,0.60035676
IRF8,-0.26342502,0.11976006,-0.27733544,-0.28262118,0.07111643,-0.17203724,0.82493055,0.97028345
BANP,-0.019071208,0.012212274,-0.04495753,0.034362536,0.025142126,-0.055659648,0.10380572,0.052512717
CYBA,-0.36498734,0.89246136,-0.7978028,0.029329209,0.8036438,0.57280004,0.6514353,0.09217962
MVD,-0.03744682,-0.06619643,-0.076206684,0.10700318,0.0092156865,0.42858025,0.06075423,-0.01040961
SPG7,-0.0020628246,-0.1007794,-0.02233976,0.013349288,0.16386989,0.19654791,0.1862071,0.008109963
ZNF276,0.09033934,-0.10842931,-0.013355567,0.054480236,-0.14606589,0.31797034,0.13066763,-0.071639165
TIMM22,0.035266083,-0.14763802,0.013983599,0.04141031,0.1268536,0.26298982,-0.22228062,-0.044986732
YWHAE,0.010621913,0.16526897,-0.15905838,-0.10511352,0.4054133,0.09363996,0.6718905,-0.11482979
PITPNA-AS1,0.13632168,-0.14939605,0.07082729,-0.0037733747,-0.17918615,-0.12217604,0.22223197,0.017277628
PRPF8,0.025979485,0.036093038,-0.02252905,-0.011410951,-0.054201834,0.06598786,0.20347045,-0.045231998
SERPINF1,-0.08563004,0.02954605,-0.08562951,-0.08563028,-0.085630104,-0.08563012,4.066621,-0.08563028
SMYD4,0.013243545,-0.02834586,0.0049153687,0.0029674943,0.041367397,0.111516766,-0.14174409,-0.053029247
PAFAH1B1,-0.017222473,-0.0612437,-0.021536103,0.07785886,0.30128554,0.099475436,0.46480864,-0.14100671
SHPK-1,-0.026754998,-0.009420258,-0.01956548,-0.020821014,-0.049699433,-0.049699426,-0.049699534,-0.020400055
P2RX5,-0.16440761,-0.18688689,-0.13698216,-0.13222581,-0.19750828,-0.19881627,0.09035394,1.0516214
ARRB2,-0.10698437,0.46279156,-0.27108204,-0.12550583,1.0449277,0.13277811,0.4125205,-0.4049494
PSMB6,0.09779135,0.08825663,-0.21238996,0.06231822,0.32666808,0.08921367,0.37122664,-0.09536087
GP1BA,0.016895438,-0.055766784,-0.05734241,-0.04349921,-0.072443016,-0.072443016,-0.07244303,-0.043077286
SLC25A11,-0.028333908,0.07421633,-0.09479051,0.092570886,0.12360889,0.22477168,0.005696211,-0.12224726
ZNF232,-0.02533847,-0.06878579,0.043853343,-0.008967495,-0.08629226,-0.08629226,0.11429611,0.057952613
ZNF594,-0.04242259,-0.022297518,-0.027366709,-0.042422503,-0.042422652,-0.04242266,-0.04242264,0.045411974
TXNDC17,-0.101356566,0.3228616,-0.1554246,-0.10552162,0.37546667,0.11964228,0.40628713,-0.16938679
ALOX12,-0.014846875,-0.04062449,-0.045703188,-0.0066655274,-0.060786255,-0.060786255,-0.06078627,-0.06078647
CLEC10A,-0.13364659,0.33521396,-0.14074738,-0.14913674,-0.14913744,-0.14913745,4.1635814,-0.14913675
ASGR1,-0.28130534,1.0436921,-0.2716047,-0.28130585,0.018880434,-0.2092523,0.17033263,-0.27008253
ACADVL,0.021748064,0.005005635,-0.0874196,0.0013934195,0.04718991,0.21858725,0.37014437,-0.051446598
ELP5,0.082157806,0.03729912,-0.011321123,-0.04698925,-0.056681074,0.11773876,-0.034893867,-0.10604545
ACAP1,0.36963034,-0.506859,0.20957892,0.13148122,-0.5804631,0.11502253,-0.17298576,-0.04350659
TMEM102,-0.055805083,0.0425353,-0.0218326,0.051295374,-0.0063473927,0.03860304,-0.02708622,-0.024390576
TNFSF12,0.029092403,0.09438637,-0.06598561,0.0742647,-0.06205168,-0.017576035,0.0122564025,-0.0804281
AC113189.5,0.019282728,-0.047844373,-0.049117133,0.040920563,-0.11503242,-0.049350504,-0.115032665,0.15380007
SAT2,-0.1794346,0.5445471,-0.16934215,-0.0927557,-0.028218634,-0.06679177,0.53807545,-0.13778746
C17orf59,-0.005932158,-0.047872435,-0.06273035,0.104930274,-0.07013666,0.13505311,0.009429827,0.012923913
ADPRM,0.07176137,-0.12783995,0.10108766,-0.075501114,-0.053524897,-0.0071393065,0.044075806,-0.0043076677
UBB,0.1318011,-0.3033677,-0.16612326,0.16649075,-0.15503591,0.94650227,0.21800126,0.033991095
TRPV2,0.08243114,-0.123024665,-0.01323229,-0.0039369464,0.039192382,0.29977468,0.22680233,-0.065560095
PLD6,0.034494855,-0.08896985,0.031117793,-0.028137282,-0.10256391,-0.10256391,-0.10256403,0.112239
NT5M,-0.049471434,-0.009192993,-0.034404833,-0.02059377,-0.049471382,-0.049471382,0.26457432,-0.04947158
MED9,-0.05913067,-0.028682286,0.0058167726,-0.060642198,-0.020687962,0.09444569,0.028136635,0.09335407
RASD1,0.08766537,-0.022544926,-0.038273647,-0.052914947,0.02574608,-0.016418854,0.40370634,-0.08188588
PEMT,0.11490259,-0.054351337,-0.042101923,0.052775696,0.046445075,-0.009475684,-0.049384,-0.07187759
SREBF1,-0.047361452,0.014108467,0.032308474,-0.038735494,0.13274889,-0.047478978,-0.113148876,-0.0430988
TRIM16L,-0.050990086,-0.03563321,-0.015085413,-0.024611035,-0.00451438,-0.008574676,0.086985715,0.014120562
GRAP,0.010922591,-0.13681492,0.068866886,-0.034821153,-0.1754061,-0.10164483,0.02484515,0.19734243
IFT20,-0.03824838,0.14016928,-0.0916154,-0.110538065,-0.026104415,0.24820317,0.43015742,0.0069207298
POLDIP2,0.02592495,-0.06083448,-0.029164733,0.043816395,0.018281238,0.071743734,0.348935,0.0020072488
TMEM199,0.01237483,0.0834856,-0.10154182,-0.008969362,0.1837455,0.15452777,0.1280569,-0.10831188
PROCA1,-0.06073005,0.033878762,-0.05203228,-0.02431992,0.027296461,0.035164807,0.1333085,0.0059191007
RAB34,-0.16174914,0.46351168,-0.08650669,-0.10318433,-0.02447224,-0.2033905,0.46792355,-0.1373157
NEK8,-0.055519484,-0.027635613,-0.030930704,-0.05016939,-0.03540814,-0.0040883045,-0.09761517,0.19076885
PHF12,0.034087807,-0.04141139,0.0068916767,0.045793124,-0.07218039,0.002203538,0.13541743,-0.033037685
ADAP2,-0.1347589,0.38247648,-0.14005646,-0.15563326,0.4592068,-0.17720224,0.1071856,-0.08013476
NF1,-0.0006126006,0.026904754,-0.036176454,-0.04782551,-0.041740112,0.20114015,0.5505131,-0.05471175
UTP6,-0.022726279,0.04068281,-0.06814997,-0.06371445,0.06733234,-0.032315515,0.26729047,0.13393532
CCL2,-0.058584064,0.1406044,-0.05858377,-0.058584027,-0.058583774,-0.0585838,-0.058583762,-0.058584023
SLFN5,0.19565926,-0.13308509,0.047268417,0.044538878,-0.002661878,0.07319866,-0.14995244,-0.20047332
SLFN12,-0.042581327,0.124866866,-0.055474248,-0.08571628,0.020048333,0.045267,0.35103095,-0.08571628
CCL5,-0.2789881,-0.44147384,-0.40826184,1.8684042,-0.4536372,1.0285933,-0.32145426,-0.42442116
CCL3,-0.33610335,0.7375997,-0.29304317,-0.08666957,-0.117733814,0.89875376,0.051314533,-0.3314324
CCL4,-0.29052562,-0.14523189,-0.26651812,0.54747665,-0.25461695,2.1209402,-0.19992478,-0.2692129
CCL4L1,-0.09634398,0.035050225,-0.09634398,0.1336193,-0.09634394,0.46933568,-0.09634382,-0.09634397
GGNBP2,0.077249974,-0.15953311,0.04409833,0.046559207,-0.021924827,0.084275424,0.11885552,-0.023675118
MRM1,0.0072064106,-0.042816482,-0.021455295,0.10741657,-0.028194197,-0.08879667,-0.08879679,-0.010380236
AATF,-0.007330099,-0.10954366,-0.03312573,-0.04106241,0.086861916,0.32723624,0.3338151,0.071901545
TADA2A,0.039233234,-0.0029833503,-0.0066758376,-0.045846485,-0.05996962,0.050630983,0.09585753,-0.042351134
MLLT6,0.09896241,-0.13548231,0.006682121,0.15014917,-0.16298279,0.19967721,-0.23610498,-0.08506901
RARA,-0.018592251,0.26889807,-0.09709302,-0.13779901,0.17485026,-0.08208374,0.09892647,-0.091516286
CTD-2267D19.2,-0.08899724,0.19052604,-0.092771254,-0.0667036,0.3317151,-0.064483054,0.020150453,-0.061443716
RP5-1028K7.2,0.07378417,-0.13146971,-0.09888885,0.09864495,-0.0919799,0.23118524,-0.13146971,0.12549055
DNAJC7,0.003845193,0.11026267,-0.117585614,-0.030408306,0.20479241,-0.039285455,0.26249015,0.009928869
NKIRAS2,-0.12118939,0.21170267,-0.106046,-0.06971617,0.10912022,0.08926889,0.56853604,-0.01523109
RP11-400F19.6,-0.04916357,-0.07122469,0.031714655,-0.00094795425,-0.023514459,0.10819609,0.18752667,0.017830633
MLX,0.0016012562,0.08132309,-0.07205892,-0.07765182,0.44494572,0.098810285,0.2870397,-0.14824434
TUBG2,-0.008882136,-0.01449486,-0.0397198,0.06077784,-0.054794677,-0.054794658,-0.054794576,-0.054794468
VPS25,-0.041621316,0.05828686,-0.07812647,-0.07381738,0.24747832,0.23439343,0.43474427,-0.05394633
RUNDC1,-0.0023720018,-0.062041648,-0.007124893,-0.0030754535,0.029215721,-0.0014475236,0.15883468,0.06614844
IFI35,-0.11448305,0.33399028,-0.1765699,-0.1278909,0.3666084,0.2418362,-0.2041345,-0.095287114
NBR1,0.025263311,-0.080532864,-0.045277547,0.05126103,0.16991654,-0.009973306,0.026087873,0.034910396
DHX8,0.04888386,-0.07076732,0.0015060762,-0.044671733,0.091870226,-0.0040973024,0.12943138,0.024374142
RP11-527L4.5,-0.0017070483,-0.047586437,0.0277328,-0.047586437,-0.047586437,-0.047586437,-0.047586437,-0.047586437
HDAC5,-0.11241726,-0.021554166,-0.0012267303,-0.013598777,0.2991384,-0.017828893,-0.11614606,0.054595858
GRN,-0.38941166,1.3453566,-0.43436107,-0.40614626,0.37832043,-0.38211277,1.3685807,-0.3135947
ITGA2B,-0.071321875,-0.039285213,-0.04731817,-0.07132197,-0.071322136,-0.07132216,-0.0713221,-0.07132198
HEXIM2,-0.007491144,0.06317733,-0.057793014,-0.005934302,0.053678025,0.017882198,-0.109694965,-0.0848939
RP11-798G7.6,-0.02946539,-0.052415986,-0.00720295,0.0053564226,-0.052416295,-0.052416295,-0.052416217,0.0005539365
GOSR2,-0.07500881,0.02464984,-0.052790035,0.08230205,0.14302868,0.2031459,-0.13599409,-0.06359395
ITGB3,-0.04500371,-0.04500373,-0.029943796,-0.045003664,-0.04500345,-0.045003448,-0.04500353,-0.04500366
OSBPL7,0.027905572,-0.054655593,0.012015516,0.03088233,0.018428056,0.06489658,-0.104571834,-0.079050235
ABI3,-0.28555077,0.13095078,-0.28343704,0.07549857,1.4270854,0.7342214,0.61300695,-0.33070487
PDK2,-0.011789577,-0.012796011,-0.02907837,-0.031594675,0.0453732,0.09832076,0.049792036,0.009951675
SAMD14,-0.014741337,-0.037658535,-0.022609483,-0.037658468,-0.03765838,-0.03765837,-0.03765841,-0.037658468
LRRC59,0.002649219,0.028385747,-0.06845084,-0.11135743,0.2707161,0.13872313,0.12990654,0.011110673
ABCC3,-0.07481234,0.045251124,-0.07481285,-0.07481238,0.32899255,-0.07481257,-0.074812435,-0.045440074
LUC7L3,-0.022120511,-0.13530235,-0.012470238,-0.03340733,-0.020935684,0.2493938,0.36813268,0.15803473
MMD,-0.031014744,-0.089593664,-0.028222872,-0.07083411,0.008419088,-0.050004587,0.18250078,0.010728329
NOG,-0.006046347,-0.0737388,0.18751794,-0.101909526,-0.101909384,-0.1019094,0.10082325,-0.101909526
SCPEP1,-0.27257577,0.48681992,-0.27576712,-0.21413003,0.47283477,-0.21500093,-0.058296442,0.2957936
MRPS23,0.024130845,0.024867818,-0.04733512,0.03216995,0.010166201,0.13448595,0.047705833,-0.06462001
BZRAP1-AS1,0.10012255,-0.1532013,-0.035818204,0.16394606,-0.1052057,0.19118272,-0.064995855,-0.06022927
SEPT4,-0.041555606,0.018814437,-0.041555535,-0.041555654,-0.041555848,-0.04155585,-0.041555796,-0.041555658
YPEL2,-0.048875324,0.02878209,0.020846995,-0.10200191,0.23836075,-0.14082736,0.26568362,-0.013754221
INTS2,-0.045001812,0.012717295,-0.03779905,0.018804893,0.0514798,-0.06798812,-0.06798815,-0.00928265
CYB561,0.13168925,-0.09046083,-0.029549778,0.089723304,0.18490392,0.024739662,-0.15145634,-0.15145588
LIMD2,0.12775567,-0.36215758,-0.0057987836,-0.17985234,0.19917019,0.25922018,0.22685564,0.3708954
PSMC5,0.2049616,-0.08931739,-0.017218418,0.056417655,-0.072648235,0.0460315,0.36366123,-0.16900806
CD79B,-0.3276378,-0.37333107,-0.3902974,-0.3375353,0.46168455,-0.13983703,-0.2886127,1.9718791
ICAM2,0.22497435,-0.17024556,-0.045364957,-0.020873342,0.35223475,0.21357028,-0.08629646,-0.18142025
TEX2,-0.026448779,0.031163631,-0.034326117,-0.049392644,-0.04939257,-0.049392577,-0.049392466,-0.020094067
NOL11,0.0523929,-0.19181366,0.009076987,0.049621213,-0.042604424,0.13064204,0.17627499,0.0875096
ARSG,-0.011236081,-0.035004146,-0.0071877227,0.0058765104,0.07380372,0.21143655,-0.03194203,-0.06484748
CTD-2006K23.1,-0.15026955,0.23157124,-0.1653869,-0.17478085,1.3811928,-0.17478,0.23216674,-0.17478083
NAT9,-0.049884826,0.15447216,-0.037224658,-0.064781494,0.16391906,-0.16551083,0.44571644,-0.06070643
TMEM104,0.01681636,0.061473068,-0.0924255,0.038993612,0.020095227,0.023233423,-0.10340548,-0.055198487
ATP5H,0.18451124,0.17654435,-0.01884598,-0.110548444,0.24147923,-0.26358357,0.0694168,-0.31683722
SLC16A5,0.0012767708,0.07650491,-0.049593974,-0.06468324,0.004728611,-0.064682975,-0.06468305,-0.064683236
ARMC7,-0.028992308,-0.06535166,-0.038036574,0.0024542436,0.023722846,0.30664572,-0.15919305,0.051150512
NT5C,-0.10379011,-0.072239615,-0.16009454,-0.004311913,0.14822447,0.26467574,0.4308869,0.34442082
GGA3,-0.025267294,0.085962996,-0.037385706,-0.03378711,0.08965541,-0.031761434,-0.12665369,-0.06103748
GRB2,-0.03421091,0.32685933,-0.18694545,-0.1878698,0.26134178,-0.12121019,0.22650945,0.03855653
SMIM5,-0.046012864,-0.025880579,-0.04601287,-0.046012864,-0.046012845,-0.04601285,0.5818629,-0.046012864
GALK1,-0.02408704,0.28764564,-0.16546494,-0.029760117,0.1836292,-0.051086064,0.4069801,-0.13092364
SPHK1,-0.07980556,0.17502965,-0.06469383,-0.079805404,-0.014939849,-0.079805434,-0.07980552,-0.079805404
USP36,0.09678709,-0.014801901,-0.004627007,-0.034888916,-0.02907936,0.04442584,0.08837444,-0.0791369
RNF213,0.011801799,0.07745835,-0.09158991,-0.067845985,0.305692,0.34549376,-0.013917552,-0.16757475
RP11-1055B8.7,-0.040599998,0.019764237,-0.04059994,-0.04060004,0.028645271,-0.040600177,0.24094608,-0.040600043
OXLD1,0.0046062395,-0.015481989,0.021126892,-0.055500474,0.100071244,0.1169988,-0.12572622,-0.040470216
ARL16,0.027472194,-0.07082467,0.022930924,0.05757862,-0.069035456,0.07769264,-0.14607139,-0.018834626
ARHGDIA,0.12195117,0.012703679,-0.14230119,-0.083300665,0.42368218,0.25344145,0.012418,-0.095570125
STRA13,0.03317795,0.04024379,-0.038943667,-0.021250885,-0.044224292,0.09979467,0.11721087,-0.043137643
RFNG,0.0066924924,-0.008853936,0.018455131,0.0035272632,-0.021167157,0.04852037,-0.12305689,-0.08111113
GPS1,0.03997818,0.07847871,-0.09288019,0.025835454,0.11748778,0.020556534,-0.017336335,-0.06560948
C17orf62,0.01944352,0.05677073,-0.11146582,-0.10225787,0.079587325,0.3069668,0.6187241,-0.0016800866
FN3KRP,0.051358845,-0.15309031,0.02727711,-0.005724087,-0.04598565,0.19761881,0.32554296,-0.0040645357
YES1,-0.025199194,-0.048140056,-0.04813994,-0.04814027,-0.048140083,0.34334525,-0.048140164,-0.04814028
SMCHD1,-0.0010886311,-0.116519526,-0.008119174,0.03664086,0.04293197,0.04425709,-0.035998248,0.12726058
RP13-270P17.3,-0.01089373,0.015614431,0.02074307,0.0252453,-0.04603216,-0.07651635,0.19225772,-0.06913671
RALBP1,0.012572573,0.08077092,-0.08215556,-0.045863353,0.15764937,0.14287649,-0.024727365,-0.04852881
VAPA,0.08424713,-0.08268922,-0.060233034,-0.038943224,0.20207411,0.08721308,-0.03817767,0.005423673
PSMG2,0.1757237,0.040904976,0.0033813945,-0.08911843,0.04088163,-0.06049049,0.18796928,-0.19481158
OSBPL1A,-0.036368217,0.0011422555,-0.0008693306,-0.05933453,0.010039999,-0.05933473,0.22275442,-0.030007228
RNF125,0.015290462,-0.11031337,0.018128105,0.18981329,-0.0923532,0.39793566,-0.10313675,-0.20909142
ZNF397,0.021866743,-0.038622912,-0.03804163,-0.06495276,0.024043692,0.011850918,0.060566723,0.13808817
INO80C,0.027547494,0.06995412,-0.078016736,-0.044877347,0.06753682,0.12375342,-0.010965794,-0.016057886
ATP5A1,0.11670329,-0.054161366,-0.029654192,0.00032137215,0.12468751,0.05336728,0.6622401,-0.1265829
CXXC1,0.023639439,-0.03758121,-0.075626284,0.069702804,-0.0926073,0.08080901,0.07489549,0.10181603
NARS,0.13701151,-0.10085299,0.008490856,0.012461996,0.04606957,0.07062076,-0.072322816,-0.09221233
MALT1,0.071766056,-0.08409744,0.05574576,-0.0071568633,-0.027876321,-0.084096566,0.07992951,-0.032120753
RP11-879F14.2,-0.04093848,-0.040938586,-0.040938772,-0.04093838,-0.04093838,-0.04093838,-0.04093838,-0.011664509
TMX3,-0.028125733,-0.0505062,0.049551293,0.016143462,-0.059966613,0.14489152,-0.07279082,-0.043307234
NFATC1,0.08227105,-0.09249175,-0.06447932,-0.0610065,0.11037945,-0.082729965,-0.1893105,0.22067404
RBCK1,0.010958955,0.03749245,-0.119006805,-0.03224039,0.25717956,0.24302247,0.10791252,-0.03795175
RP11-314N13.3,0.0033404815,-0.04251599,0.0026529431,-0.04251576,-0.04251576,-0.04251576,-0.04251576,-0.04251576
SIRPG,0.2423393,-0.22218674,0.117649384,0.15579067,-0.13517034,-0.15602754,-0.1409847,-0.22413671
SNRPB,0.0867547,-0.14746897,-0.1266234,0.16388303,0.1286557,0.18519473,0.4618419,0.023677148
ITPA,-0.0049372828,0.06534691,-0.0495204,-0.119645,0.0984079,0.10822202,0.021592278,0.04952924
C20orf27,-0.13883407,0.51837355,-0.17641208,-0.22306976,0.70491165,-0.29665112,0.26797426,-0.18427989
PRNP,0.23206931,-0.14781696,-0.078441806,0.14547707,-0.0054578385,0.10902657,0.09797421,-0.120527975
PCNA,0.12206289,-0.15761366,-0.029803343,0.0635621,0.055984378,0.253888,0.11614326,-0.08016509
CRLS1,0.03153872,0.0055400566,-0.05069799,0.08338712,0.06863625,0.09214543,0.22901526,-0.142892
ANKEF1,-0.017742816,-0.06369588,0.04192018,-0.034777146,-0.06369581,-0.06369582,-0.0636957,-0.03435564
MKKS,0.05514554,0.068801135,-0.029953623,-0.017549256,-0.043849856,-0.019346764,0.17253008,-0.08422335
TASP1,-0.007433525,-0.13261257,0.038917623,0.044256084,-0.034398843,-0.1166011,0.15154801,0.12070404
SNX5,-0.04183694,-0.04991226,-0.15682602,0.0689896,0.504796,0.14619133,0.352054,0.06074609
RIN2,-0.04594423,0.034584366,-0.04594422,-0.017076572,0.023338133,-0.04594424,-0.045944296,-0.04594423
NAA20,-0.027895777,-0.04417308,-0.03686865,0.060201984,0.1746354,0.12780568,0.30567482,-0.035848755
CD93,-0.089832924,0.39374804,-0.11398563,-0.101458184,0.005411914,-0.12456136,0.13085116,-0.12456133
CST3,-0.5209863,1.5648675,-0.5639201,-0.5424673,1.4805956,-0.48377287,1.7327007,-0.5518392
CST7,-0.28723472,-0.4213861,-0.3958296,1.3402638,-0.38986894,2.2183561,-0.27674362,-0.39926654
ABHD12,0.06914062,-0.083836205,-0.08926487,0.08883374,0.1153709,0.13462055,0.29893464,-0.036331013
PLAGL2,-0.09070088,0.15366648,-0.114580445,-0.082755454,0.5407771,0.06582368,0.007636431,-0.120191805
SNTA1,-0.048963502,-0.04896351,-0.018831624,0.037665464,-0.04896342,-0.048963428,0.24585417,-0.01966618
NECAB3,0.008512486,-0.022877464,-0.030229622,0.0332528,0.24340175,-0.098772764,-0.0987726,-0.06932991
PXMP4,-0.010540382,0.008101961,-0.034083795,0.065573856,-0.008770862,-0.010063491,0.12526864,-0.03830043
RALY,0.07692542,-0.04115441,-0.11213708,0.0045875893,0.26770833,0.3965452,0.2570959,-0.12665518
PIGU,0.12459888,-0.0924689,-0.041577574,-0.00812273,0.047532786,0.059304938,-0.036120646,0.0060396874
UQCC1,0.046800695,-0.0067062806,-0.015231337,-0.014375364,0.014192588,0.019739266,0.06101364,-0.04690634
RBM39,0.046562534,-0.18999588,-0.013764798,0.06243108,-0.03782285,0.36064443,0.41928023,0.015344324
AAR2,-0.08481483,-0.058507748,0.066300444,-0.02580703,0.044951964,0.11620633,0.19391656,-0.004891288
MYL9,-0.06464547,-0.020471571,-0.0732337,-0.047691952,-0.011421994,0.04604247,-0.09243615,-0.0073865177
RPN2,0.061064847,-0.11403981,0.0010699903,0.04777715,-0.08673045,0.2614867,0.13548097,-0.047249425
BLCAP,-0.028725667,-0.026096875,-0.023666471,-0.0679148,0.04324773,-0.022508074,0.3813857,0.15575394
CTNNBL1,-0.049319454,0.0164581,-0.07528063,0.04158456,0.32085776,0.098902605,-0.07524775,-0.032253586
MAFB,-0.29693273,0.7537984,-0.27789065,-0.298512,1.2476245,-0.2490246,0.084425345,-0.29305953
SRSF6,0.08370245,0.019184556,-0.048797686,0.0007714594,0.038924485,-0.09202049,0.14913203,-0.037165955
TTPAL,0.037813596,-0.06520019,0.051011343,0.043233868,-0.1241275,-0.08868648,-0.1241274,-0.008700246
PKIG,-0.14342305,-0.18596612,-0.18234634,-0.20715328,-0.16812901,-0.18619186,-0.20715298,1.1584618
YWHAB,0.106675155,-0.002395639,-0.1204144,0.116170555,0.11372692,0.058389187,0.41250718,-0.09813986
DNTTIP1,-0.09715657,0.18671389,-0.071598776,-0.0652968,0.19520146,-0.044836164,0.58694947,-0.0630036
UBE2C,-0.022023495,-0.044957444,-0.014837368,-0.044957176,-0.04495719,0.08549682,-0.04495724,-0.044957176
MMP9,-0.045059353,0.015331702,-0.029999297,-0.04505939,-0.045059547,0.020168113,0.26027736,-0.045059394
LINC00494,-0.04672049,-0.046720494,-0.046720497,-0.04672049,-0.04672047,0.018517971,-0.046720393,0.099733636
STAU1,0.021865763,0.014480327,-0.05117266,0.008396218,0.056761276,-0.022172196,-0.21644197,0.05080309
CEBPB,-0.2935721,0.788984,-0.28311327,-0.32307816,1.5925016,-0.24491937,-0.12923332,-0.43041947
KCNG1,-0.08883248,-0.07649084,-0.08883261,-0.06598444,-0.08883196,-0.08883195,-0.08883206,0.47060227
ATP9A,-0.041727733,-0.04172765,-0.0266727,-0.041727807,-0.041727666,-0.04172766,-0.041727673,-0.012451497
FAM210B,0.08059008,-0.0033736455,-0.01085667,-0.029054763,0.11117112,-0.0948457,-0.043646682,-0.073050335
RTFDC1,-0.024817284,0.05157013,-0.12242172,-0.055492386,0.17831981,0.210749,0.39269775,0.037361983
ZBP1,0.01816722,-0.093904465,-0.05176385,0.107175715,-0.17744458,0.2594046,0.2078367,0.04362095
PMEPA1,-0.0033398916,-0.07232833,-0.011924665,-0.07232853,-0.01553386,-0.07232848,0.43449605,0.07189847
STX16,0.0018462623,-0.07915688,0.047833417,0.0016083689,0.011856507,0.014830769,0.3784099,-0.023994727
TUBB1,-0.036142103,-0.025318222,-0.041310795,-0.061071474,-0.011667146,-0.12362937,-0.02180207,-0.10674921
PSMA7,0.05906984,0.30370563,-0.2470572,-0.0106748305,0.39107746,0.1776228,0.259257,-0.2601574
DIDO1,-0.08593512,-0.10619242,0.018435946,0.17164797,-0.06768274,0.06714942,-0.026400456,0.054917417
GID8,-0.020989241,0.027971523,-0.08185223,0.027652781,0.20257491,0.08820495,-0.05280652,0.0042546475
TPD52L2,-0.070149146,0.27012977,-0.103428,-0.06530476,0.00870511,0.038000274,-0.013459209,-0.045701783
TCEA2,-0.08583712,0.080475554,-0.10676442,-0.0340503,0.105378866,0.014391333,0.1770555,0.17354886
RGS19,-0.074933924,0.2554895,-0.29418674,0.0007795414,0.7590403,-0.058008187,0.5548499,-0.033485886
PRSS57,-0.069349386,-0.06934952,-0.02406005,0.017455129,-0.069349594,0.32296216,0.24531771,-0.069349416
ELANE,-0.045834173,0.07495751,-0.04583397,-0.045834318,-0.0458341,-0.045834098,-0.045834176,-0.045834314
